gene	Pos	Strand	is_TF	is_SM_gene	SM_cluster
AN4994	ChrIII_A_nidulans_FGSC_A4:341832-344503	+	FALSE	FALSE	NA
AN4995	ChrIII_A_nidulans_FGSC_A4:339688-341421	+	FALSE	FALSE	NA
AN4996	ChrIII_A_nidulans_FGSC_A4:338207-339392	-	FALSE	FALSE	NA
AN4997	ChrIII_A_nidulans_FGSC_A4:336409-338258	+	FALSE	FALSE	NA
AN4998	ChrIII_A_nidulans_FGSC_A4:332183-336052	+	FALSE	FALSE	NA
AN4999	ChrIII_A_nidulans_FGSC_A4:329458-330464	+	FALSE	FALSE	NA
AN5000	ChrIII_A_nidulans_FGSC_A4:327815-328650	-	FALSE	FALSE	NA
AN5002	ChrIII_A_nidulans_FGSC_A4:320246-320896	-	FALSE	FALSE	NA
AN5003	ChrIII_A_nidulans_FGSC_A4:313214-316108	-	TRUE	FALSE	NA
AN5004	ChrIII_A_nidulans_FGSC_A4:311914-312957	-	FALSE	FALSE	NA
AN5005	ChrIII_A_nidulans_FGSC_A4:309890-311668	-	FALSE	FALSE	NA
AN5007	ChrIII_A_nidulans_FGSC_A4:301226-302724	+	FALSE	FALSE	NA
AN5008	ChrIII_A_nidulans_FGSC_A4:299081-299706	-	FALSE	FALSE	NA
AN5009	ChrIII_A_nidulans_FGSC_A4:295546-299096	+	FALSE	FALSE	NA
AN5010	ChrIII_A_nidulans_FGSC_A4:292822-294241	+	FALSE	FALSE	NA
AN5011	ChrIII_A_nidulans_FGSC_A4:289110-292630	-	FALSE	FALSE	NA
AN5013	ChrIII_A_nidulans_FGSC_A4:279467-281797	-	FALSE	FALSE	NA
AN5014	ChrIII_A_nidulans_FGSC_A4:278501-279522	+	FALSE	FALSE	NA
AN5015	ChrIII_A_nidulans_FGSC_A4:275210-275968	-	FALSE	FALSE	NA
AN5016	ChrIII_A_nidulans_FGSC_A4:273361-275116	+	FALSE	FALSE	NA
AN5017	ChrIII_A_nidulans_FGSC_A4:271086-272441	+	FALSE	FALSE	NA
AN5018	ChrIII_A_nidulans_FGSC_A4:268581-270104	+	FALSE	FALSE	NA
AN5019	ChrIII_A_nidulans_FGSC_A4:264403-265735	+	FALSE	FALSE	NA
AN5020	ChrIII_A_nidulans_FGSC_A4:261905-263514	+	FALSE	FALSE	NA
AN5021	ChrIII_A_nidulans_FGSC_A4:258920-261754	-	FALSE	FALSE	NA
AN5022	ChrIII_A_nidulans_FGSC_A4:257965-259012	+	FALSE	FALSE	NA
AN5023	ChrIII_A_nidulans_FGSC_A4:255815-256772	+	FALSE	FALSE	NA
AN5024	ChrIII_A_nidulans_FGSC_A4:252985-254768	-	FALSE	FALSE	NA
AN5025	ChrIII_A_nidulans_FGSC_A4:250026-252480	-	FALSE	FALSE	NA
AN5026	ChrIII_A_nidulans_FGSC_A4:247643-249983	+	FALSE	FALSE	NA
AN5027	ChrIII_A_nidulans_FGSC_A4:244646-247180	+	FALSE	FALSE	NA
AN5028	ChrIII_A_nidulans_FGSC_A4:237311-241562	-	FALSE	FALSE	NA
AN5029	ChrIII_A_nidulans_FGSC_A4:234803-236470	+	FALSE	FALSE	NA
AN5030	ChrIII_A_nidulans_FGSC_A4:233020-234231	-	FALSE	FALSE	NA
AN5031	ChrIII_A_nidulans_FGSC_A4:231111-232395	+	FALSE	FALSE	NA
AN5032	ChrIII_A_nidulans_FGSC_A4:228077-229687	-	FALSE	FALSE	NA
AN5033	ChrIII_A_nidulans_FGSC_A4:223924-226056	-	FALSE	FALSE	NA
AN5034	ChrIII_A_nidulans_FGSC_A4:220213-221604	-	FALSE	FALSE	NA
AN5035	ChrIII_A_nidulans_FGSC_A4:216106-218083	+	FALSE	FALSE	NA
AN5036	ChrIII_A_nidulans_FGSC_A4:210619-212102	-	FALSE	FALSE	NA
AN5037	ChrIII_A_nidulans_FGSC_A4:204098-208360	-	FALSE	FALSE	NA
AN5038	ChrIII_A_nidulans_FGSC_A4:199491-200214	+	FALSE	FALSE	NA
AN5039	ChrIII_A_nidulans_FGSC_A4:195272-197830	-	FALSE	FALSE	NA
AN5040	ChrIII_A_nidulans_FGSC_A4:192399-195161	+	FALSE	FALSE	NA
AN5041	ChrIII_A_nidulans_FGSC_A4:189115-190680	-	FALSE	FALSE	NA
AN5044	ChrIII_A_nidulans_FGSC_A4:176262-178368	+	FALSE	FALSE	NA
AN5046	ChrIII_A_nidulans_FGSC_A4:170619-171175	+	FALSE	FALSE	NA
AN5047	ChrIII_A_nidulans_FGSC_A4:165236-166227	-	FALSE	FALSE	NA
AN5048	ChrIII_A_nidulans_FGSC_A4:163008-165453	+	FALSE	FALSE	NA
AN5049	ChrIII_A_nidulans_FGSC_A4:159673-161442	+	FALSE	FALSE	NA
AN5050	ChrIII_A_nidulans_FGSC_A4:154027-156260	-	FALSE	FALSE	NA
AN5051	ChrIII_A_nidulans_FGSC_A4:151296-152756	-	FALSE	FALSE	NA
AN5052	ChrIII_A_nidulans_FGSC_A4:149464-152302	+	TRUE	FALSE	NA
AN5053	ChrIII_A_nidulans_FGSC_A4:145492-146544	+	FALSE	FALSE	NA
AN5054	ChrIII_A_nidulans_FGSC_A4:142757-143797	+	FALSE	FALSE	NA
AN5055	ChrIII_A_nidulans_FGSC_A4:139264-140797	-	FALSE	FALSE	NA
AN5056	ChrIII_A_nidulans_FGSC_A4:135943-136592	-	FALSE	FALSE	NA
AN5057	ChrIII_A_nidulans_FGSC_A4:131751-134400	+	FALSE	FALSE	NA
AN5059	ChrIII_A_nidulans_FGSC_A4:125571-127028	-	FALSE	FALSE	NA
AN5060	ChrIII_A_nidulans_FGSC_A4:123151-124243	-	FALSE	FALSE	NA
AN5061	ChrIII_A_nidulans_FGSC_A4:116729-119739	-	FALSE	FALSE	NA
AN5062	ChrIII_A_nidulans_FGSC_A4:114482-116143	+	FALSE	FALSE	NA
AN5063	ChrIII_A_nidulans_FGSC_A4:113394-114041	+	FALSE	FALSE	NA
AN5065	ChrIII_A_nidulans_FGSC_A4:100673-101167	-	FALSE	FALSE	NA
AN5066	ChrIII_A_nidulans_FGSC_A4:98289-99921	-	FALSE	FALSE	NA
AN5067	ChrIII_A_nidulans_FGSC_A4:94636-97094	+	FALSE	FALSE	NA
AN5068	ChrIII_A_nidulans_FGSC_A4:91203-93366	-	FALSE	FALSE	NA
AN5069	ChrIII_A_nidulans_FGSC_A4:88538-90199	-	FALSE	FALSE	NA
AN5070	ChrIII_A_nidulans_FGSC_A4:81392-83826	-	TRUE	FALSE	NA
AN5071	ChrIII_A_nidulans_FGSC_A4:78671-80283	-	FALSE	FALSE	NA
AN5072	ChrIII_A_nidulans_FGSC_A4:77880-78363	+	FALSE	FALSE	NA
AN5073	ChrIII_A_nidulans_FGSC_A4:75972-76924	-	FALSE	FALSE	NA
AN5074	ChrIII_A_nidulans_FGSC_A4:74338-75165	-	FALSE	FALSE	NA
AN5075	ChrIII_A_nidulans_FGSC_A4:67436-71552	-	FALSE	FALSE	NA
AN5076	ChrIII_A_nidulans_FGSC_A4:65193-67344	+	FALSE	FALSE	NA
AN5078	ChrIII_A_nidulans_FGSC_A4:55481-56772	-	TRUE	FALSE	NA
AN5079	ChrIII_A_nidulans_FGSC_A4:54588-55197	+	FALSE	FALSE	NA
AN5081	ChrIII_A_nidulans_FGSC_A4:47151-48303	-	FALSE	FALSE	NA
AN5082	ChrIII_A_nidulans_FGSC_A4:42804-44554	-	FALSE	FALSE	NA
AN5083	ChrIII_A_nidulans_FGSC_A4:39075-42183	+	FALSE	FALSE	NA
AN5086	ChrIII_A_nidulans_FGSC_A4:28511-29309	-	FALSE	FALSE	NA
AN5087	ChrIII_A_nidulans_FGSC_A4:25460-27651	+	FALSE	FALSE	NA
AN5088	ChrIII_A_nidulans_FGSC_A4:17664-22414	-	FALSE	FALSE	NA
AN5089	ChrIII_A_nidulans_FGSC_A4:14735-15349	-	FALSE	FALSE	NA
AN5090	ChrIII_A_nidulans_FGSC_A4:13036-13918	+	FALSE	FALSE	NA
AN5091	ChrIII_A_nidulans_FGSC_A4:10124-11768	-	FALSE	FALSE	NA
AN5092	ChrIII_A_nidulans_FGSC_A4:1860-7010	-	FALSE	FALSE	NA
AN5093	ChrIII_A_nidulans_FGSC_A4:19-1365	+	FALSE	FALSE	NA
AN5095	ChrV_A_nidulans_FGSC_A4:1137674-1138444	+	FALSE	FALSE	NA
AN5098	ChrV_A_nidulans_FGSC_A4:1152769-1155524	+	FALSE	FALSE	NA
AN5099	ChrV_A_nidulans_FGSC_A4:1156463-1158763	+	FALSE	FALSE	NA
AN5100	ChrV_A_nidulans_FGSC_A4:1159396-1160891	+	FALSE	FALSE	NA
AN5101	ChrV_A_nidulans_FGSC_A4:1161453-1162653	+	FALSE	FALSE	NA
AN5102	ChrV_A_nidulans_FGSC_A4:1162301-1166602	-	FALSE	FALSE	NA
AN5103	ChrV_A_nidulans_FGSC_A4:1166778-1168810	+	FALSE	FALSE	NA
AN5104	ChrV_A_nidulans_FGSC_A4:1169899-1172931	+	FALSE	FALSE	NA
AN5105	ChrV_A_nidulans_FGSC_A4:1173084-1176143	+	FALSE	FALSE	NA
AN5106	ChrV_A_nidulans_FGSC_A4:1176038-1177338	-	FALSE	FALSE	NA
AN5107	ChrV_A_nidulans_FGSC_A4:1177471-1180221	+	FALSE	FALSE	NA
AN5108	ChrV_A_nidulans_FGSC_A4:1180215-1183623	-	FALSE	FALSE	NA
AN5109	ChrV_A_nidulans_FGSC_A4:1183912-1185073	-	FALSE	FALSE	NA
AN5110	ChrV_A_nidulans_FGSC_A4:1185650-1188692	+	FALSE	FALSE	NA
AN5111	ChrV_A_nidulans_FGSC_A4:1187875-1189816	-	TRUE	FALSE	NA
AN5112	ChrV_A_nidulans_FGSC_A4:1192518-1194971	+	FALSE	FALSE	NA
AN5113	ChrV_A_nidulans_FGSC_A4:1195074-1196318	+	FALSE	FALSE	NA
AN5114	ChrV_A_nidulans_FGSC_A4:1196554-1197911	-	FALSE	FALSE	NA
AN5115	ChrV_A_nidulans_FGSC_A4:1198984-1201499	+	FALSE	FALSE	NA
AN5116	ChrV_A_nidulans_FGSC_A4:1201457-1202595	-	FALSE	FALSE	NA
AN5117	ChrV_A_nidulans_FGSC_A4:1209992-1211107	+	FALSE	FALSE	NA
AN5118	ChrV_A_nidulans_FGSC_A4:1211611-1214184	+	TRUE	FALSE	NA
AN5119	ChrV_A_nidulans_FGSC_A4:1212628-1214819	-	FALSE	FALSE	NA
AN5120	ChrV_A_nidulans_FGSC_A4:1214919-1216014	+	FALSE	FALSE	NA
AN5121	ChrV_A_nidulans_FGSC_A4:1217495-1218964	-	FALSE	FALSE	NA
AN5122	ChrV_A_nidulans_FGSC_A4:1219340-1220627	+	FALSE	FALSE	NA
AN5123	ChrV_A_nidulans_FGSC_A4:1220426-1222043	-	FALSE	FALSE	NA
AN5124	ChrV_A_nidulans_FGSC_A4:1222199-1224783	-	FALSE	FALSE	NA
AN5125	ChrV_A_nidulans_FGSC_A4:1225437-1226278	+	FALSE	FALSE	NA
AN5126	ChrV_A_nidulans_FGSC_A4:1226392-1229104	+	FALSE	FALSE	NA
AN5127	ChrV_A_nidulans_FGSC_A4:1230294-1231501	-	FALSE	FALSE	NA
AN5128	ChrV_A_nidulans_FGSC_A4:1231692-1232438	-	FALSE	FALSE	NA
AN5129	ChrV_A_nidulans_FGSC_A4:1233544-1235894	+	FALSE	FALSE	NA
AN5130	ChrV_A_nidulans_FGSC_A4:1236853-1238739	-	FALSE	FALSE	NA
AN5131	ChrV_A_nidulans_FGSC_A4:1239472-1240015	+	FALSE	FALSE	NA
AN5132	ChrV_A_nidulans_FGSC_A4:1240627-1242226	+	FALSE	FALSE	NA
AN5133	ChrV_A_nidulans_FGSC_A4:1242400-1244259	-	FALSE	FALSE	NA
AN5134	ChrV_A_nidulans_FGSC_A4:1249350-1256588	+	FALSE	FALSE	NA
AN5135	ChrV_A_nidulans_FGSC_A4:1256739-1257779	-	FALSE	FALSE	NA
AN5136	ChrV_A_nidulans_FGSC_A4:1257958-1259032	-	FALSE	FALSE	NA
AN5138	ChrV_A_nidulans_FGSC_A4:1264245-1266133	+	FALSE	FALSE	NA
AN5140	ChrV_A_nidulans_FGSC_A4:1270828-1272467	-	FALSE	FALSE	NA
AN5141	ChrV_A_nidulans_FGSC_A4:1272749-1274957	-	FALSE	FALSE	NA
AN5144	ChrV_A_nidulans_FGSC_A4:1281908-1284937	-	FALSE	FALSE	NA
AN5145	ChrV_A_nidulans_FGSC_A4:1285604-1286591	-	FALSE	FALSE	NA
AN5146	ChrV_A_nidulans_FGSC_A4:1287143-1288949	+	FALSE	FALSE	NA
AN5148	ChrV_A_nidulans_FGSC_A4:1293322-1294587	-	FALSE	FALSE	NA
AN5149	ChrV_A_nidulans_FGSC_A4:1294755-1296835	+	FALSE	FALSE	NA
AN5151	ChrV_A_nidulans_FGSC_A4:1300092-1302309	+	FALSE	FALSE	NA
AN5151-uORF	ChrV_A_nidulans_FGSC_A4:1300272-1300283	+	FALSE	FALSE	NA
AN5152	ChrV_A_nidulans_FGSC_A4:1305145-1307336	+	FALSE	FALSE	NA
AN5153	ChrV_A_nidulans_FGSC_A4:1307632-1308691	-	FALSE	FALSE	NA
AN5154	ChrV_A_nidulans_FGSC_A4:1308827-1313720	+	FALSE	FALSE	NA
AN5155	ChrV_A_nidulans_FGSC_A4:1313883-1315853	-	FALSE	FALSE	NA
AN5156	ChrV_A_nidulans_FGSC_A4:1315884-1317687	-	FALSE	FALSE	NA
AN5157	ChrV_A_nidulans_FGSC_A4:1318371-1321830	+	FALSE	FALSE	NA
AN5159	ChrV_A_nidulans_FGSC_A4:1327026-1329022	+	FALSE	FALSE	NA
AN5160	ChrV_A_nidulans_FGSC_A4:1334505-1335630	+	FALSE	FALSE	NA
AN5161	ChrV_A_nidulans_FGSC_A4:1338798-1342267	+	FALSE	FALSE	NA
AN5162	ChrV_A_nidulans_FGSC_A4:1346348-1347968	+	FALSE	FALSE	NA
AN5163	ChrV_A_nidulans_FGSC_A4:1347928-1350192	-	FALSE	FALSE	NA
AN5164	ChrV_A_nidulans_FGSC_A4:1350353-1352098	-	FALSE	FALSE	NA
AN5165	ChrV_A_nidulans_FGSC_A4:1352682-1355202	-	FALSE	FALSE	NA
AN5166	ChrV_A_nidulans_FGSC_A4:1355316-1357627	+	FALSE	FALSE	NA
AN5167	ChrV_A_nidulans_FGSC_A4:1363929-1368718	+	FALSE	FALSE	NA
AN5168	ChrV_A_nidulans_FGSC_A4:1369551-1374007	-	FALSE	FALSE	NA
AN5169	ChrV_A_nidulans_FGSC_A4:1375055-1378460	-	FALSE	FALSE	NA
AN5170	ChrV_A_nidulans_FGSC_A4:1381706-1384934	+	TRUE	FALSE	NA
AN5171	ChrV_A_nidulans_FGSC_A4:1385781-1386422	+	FALSE	FALSE	NA
AN5172	ChrV_A_nidulans_FGSC_A4:1388527-1390161	-	FALSE	FALSE	NA
AN5173	ChrV_A_nidulans_FGSC_A4:1392162-1393917	-	FALSE	FALSE	NA
AN5174	ChrV_A_nidulans_FGSC_A4:1395081-1396586	-	FALSE	FALSE	NA
AN5175	ChrV_A_nidulans_FGSC_A4:1400942-1402527	-	FALSE	FALSE	NA
AN5176	ChrV_A_nidulans_FGSC_A4:1404520-1406211	+	FALSE	FALSE	NA
AN5177	ChrV_A_nidulans_FGSC_A4:1407112-1408647	+	FALSE	FALSE	NA
AN5178	ChrV_A_nidulans_FGSC_A4:1408972-1410221	+	FALSE	FALSE	NA
AN5179	ChrV_A_nidulans_FGSC_A4:1410387-1412305	+	FALSE	FALSE	NA
AN5180	ChrV_A_nidulans_FGSC_A4:1412421-1415846	+	FALSE	FALSE	NA
AN5181	ChrV_A_nidulans_FGSC_A4:1416012-1416969	+	FALSE	FALSE	NA
AN5182	ChrV_A_nidulans_FGSC_A4:1417065-1418695	+	TRUE	FALSE	NA
AN5185	ChrV_A_nidulans_FGSC_A4:1426177-1428748	-	FALSE	FALSE	NA
AN5186	ChrV_A_nidulans_FGSC_A4:1429081-1432647	+	FALSE	FALSE	NA
AN5187	ChrV_A_nidulans_FGSC_A4:1433062-1435101	-	FALSE	FALSE	NA
AN5188	ChrV_A_nidulans_FGSC_A4:1435240-1436991	-	FALSE	FALSE	NA
AN5189	ChrV_A_nidulans_FGSC_A4:1438310-1439513	+	FALSE	FALSE	NA
AN5190	ChrV_A_nidulans_FGSC_A4:1440915-1443037	+	FALSE	FALSE	NA
AN5191	ChrV_A_nidulans_FGSC_A4:1443630-1444902	-	FALSE	FALSE	NA
AN5192	ChrV_A_nidulans_FGSC_A4:1444911-1447564	-	FALSE	FALSE	NA
AN5193	ChrV_A_nidulans_FGSC_A4:1447964-1449424	-	FALSE	FALSE	NA
AN5194	ChrV_A_nidulans_FGSC_A4:1449797-1453571	+	FALSE	FALSE	NA
AN5195	ChrV_A_nidulans_FGSC_A4:1453860-1455169	+	FALSE	FALSE	NA
AN5196	ChrV_A_nidulans_FGSC_A4:1455329-1457197	+	FALSE	FALSE	NA
AN5197	ChrV_A_nidulans_FGSC_A4:1457264-1460812	-	FALSE	FALSE	NA
AN5198	ChrV_A_nidulans_FGSC_A4:1460896-1463010	-	FALSE	FALSE	NA
AN5199	ChrV_A_nidulans_FGSC_A4:1463154-1464766	-	FALSE	FALSE	NA
AN5200	ChrV_A_nidulans_FGSC_A4:1465007-1467110	+	FALSE	FALSE	NA
AN5201	ChrV_A_nidulans_FGSC_A4:1467976-1469837	-	FALSE	FALSE	NA
AN5202	ChrV_A_nidulans_FGSC_A4:1471927-1472501	-	FALSE	FALSE	NA
AN5203	ChrV_A_nidulans_FGSC_A4:1475187-1476051	-	FALSE	FALSE	NA
AN5204	ChrV_A_nidulans_FGSC_A4:1476339-1478518	+	FALSE	FALSE	NA
AN5205	ChrV_A_nidulans_FGSC_A4:1478459-1481295	-	FALSE	FALSE	NA
AN5206	ChrV_A_nidulans_FGSC_A4:1483670-1485045	+	FALSE	FALSE	NA
AN5207	ChrV_A_nidulans_FGSC_A4:1485068-1486322	-	FALSE	FALSE	NA
AN5208	ChrV_A_nidulans_FGSC_A4:1486465-1489467	-	FALSE	FALSE	NA
AN5209	ChrV_A_nidulans_FGSC_A4:1489961-1491476	+	FALSE	FALSE	NA
AN5210	ChrV_A_nidulans_FGSC_A4:1493553-1496239	+	FALSE	FALSE	NA
AN5211	ChrV_A_nidulans_FGSC_A4:1496622-1504687	-	FALSE	FALSE	NA
AN5212	ChrV_A_nidulans_FGSC_A4:1505089-1509845	+	FALSE	FALSE	NA
AN5213	ChrV_A_nidulans_FGSC_A4:1510019-1511512	-	FALSE	FALSE	NA
AN5214	ChrV_A_nidulans_FGSC_A4:1513716-1514994	-	FALSE	FALSE	NA
AN5215	ChrV_A_nidulans_FGSC_A4:1515886-1519337	-	FALSE	FALSE	NA
AN5216	ChrV_A_nidulans_FGSC_A4:1519574-1523375	+	FALSE	FALSE	NA
AN5217	ChrV_A_nidulans_FGSC_A4:1523823-1525517	+	FALSE	FALSE	NA
AN5218	ChrV_A_nidulans_FGSC_A4:1528436-1531021	-	TRUE	FALSE	NA
AN5219	ChrV_A_nidulans_FGSC_A4:1531471-1532517	-	FALSE	FALSE	NA
AN5220	ChrV_A_nidulans_FGSC_A4:1532700-1536172	+	TRUE	FALSE	NA
AN5221	ChrV_A_nidulans_FGSC_A4:1536204-1541238	-	FALSE	FALSE	NA
AN5222	ChrV_A_nidulans_FGSC_A4:1541485-1542771	+	FALSE	FALSE	NA
AN5223	ChrV_A_nidulans_FGSC_A4:1543017-1544992	-	FALSE	FALSE	NA
AN5224	ChrV_A_nidulans_FGSC_A4:1545748-1548066	+	FALSE	FALSE	NA
AN5225	ChrV_A_nidulans_FGSC_A4:1548594-1551662	+	FALSE	FALSE	NA
AN5226	ChrV_A_nidulans_FGSC_A4:1552332-1553869	-	FALSE	FALSE	NA
AN5227	ChrV_A_nidulans_FGSC_A4:1562720-1565483	+	FALSE	FALSE	NA
AN5228	ChrV_A_nidulans_FGSC_A4:1566464-1568238	-	FALSE	FALSE	NA
AN5229	ChrV_A_nidulans_FGSC_A4:1568258-1571178	-	FALSE	FALSE	NA
AN5230	ChrV_A_nidulans_FGSC_A4:1571510-1572493	+	FALSE	FALSE	NA
AN5231	ChrV_A_nidulans_FGSC_A4:1573142-1574305	+	FALSE	FALSE	NA
AN5232	ChrV_A_nidulans_FGSC_A4:1574300-1575079	-	FALSE	FALSE	NA
AN5233	ChrV_A_nidulans_FGSC_A4:1577323-1579421	-	TRUE	FALSE	NA
AN5234	ChrV_A_nidulans_FGSC_A4:1580083-1582093	-	FALSE	FALSE	NA
AN5235	ChrV_A_nidulans_FGSC_A4:1582015-1583784	+	FALSE	FALSE	NA
AN5236	ChrV_A_nidulans_FGSC_A4:1584033-1585516	+	FALSE	FALSE	NA
AN5237	ChrV_A_nidulans_FGSC_A4:1586228-1589291	-	FALSE	FALSE	NA
AN5238	ChrV_A_nidulans_FGSC_A4:1589984-1591696	+	FALSE	FALSE	NA
AN5240	ChrV_A_nidulans_FGSC_A4:1593317-1594120	+	FALSE	FALSE	NA
AN5241	ChrV_A_nidulans_FGSC_A4:1595958-1597204	+	FALSE	FALSE	NA
AN5244	ChrV_A_nidulans_FGSC_A4:1611105-1612527	+	FALSE	FALSE	NA
AN5245	ChrV_A_nidulans_FGSC_A4:1615776-1616721	-	FALSE	FALSE	NA
AN5248	ChrV_A_nidulans_FGSC_A4:3388407-3391776	+	FALSE	FALSE	NA
AN5251	ChrV_A_nidulans_FGSC_A4:3378057-3379614	-	FALSE	FALSE	NA
AN5252	ChrV_A_nidulans_FGSC_A4:3376952-3378010	+	FALSE	FALSE	NA
AN5253	ChrV_A_nidulans_FGSC_A4:3370443-3372538	+	FALSE	FALSE	NA
AN5254	ChrV_A_nidulans_FGSC_A4:3367156-3370373	+	FALSE	FALSE	NA
AN5255	ChrV_A_nidulans_FGSC_A4:3365469-3365958	+	FALSE	FALSE	NA
AN5257	ChrV_A_nidulans_FGSC_A4:3355070-3356852	+	FALSE	FALSE	NA
AN5258	ChrV_A_nidulans_FGSC_A4:3351010-3353079	-	FALSE	FALSE	NA
AN5259	ChrV_A_nidulans_FGSC_A4:3347680-3350690	+	TRUE	FALSE	NA
AN5260	ChrV_A_nidulans_FGSC_A4:3345364-3347130	-	FALSE	FALSE	NA
AN5262	ChrV_A_nidulans_FGSC_A4:3341771-3343528	-	FALSE	FALSE	NA
AN5263	ChrV_A_nidulans_FGSC_A4:3338189-3340192	+	FALSE	FALSE	NA
AN5264	ChrV_A_nidulans_FGSC_A4:3334669-3337386	-	FALSE	FALSE	NA
AN5267	ChrV_A_nidulans_FGSC_A4:3323239-3324051	+	FALSE	FALSE	NA
AN5268	ChrV_A_nidulans_FGSC_A4:3318927-3320203	+	FALSE	FALSE	NA
AN5269	ChrV_A_nidulans_FGSC_A4:3316532-3317678	+	FALSE	FALSE	NA
AN5270	ChrV_A_nidulans_FGSC_A4:3312499-3313989	-	FALSE	FALSE	NA
AN5272	ChrV_A_nidulans_FGSC_A4:3305378-3307306	-	FALSE	FALSE	NA
AN5273	ChrV_A_nidulans_FGSC_A4:3303303-3305170	-	FALSE	FALSE	NA
AN5274	ChrV_A_nidulans_FGSC_A4:3300688-3303052	-	TRUE	FALSE	NA
AN5275	ChrV_A_nidulans_FGSC_A4:3297973-3299812	-	FALSE	FALSE	NA
AN5276	ChrV_A_nidulans_FGSC_A4:3295840-3297457	-	FALSE	FALSE	NA
AN5278	ChrV_A_nidulans_FGSC_A4:3288925-3294280	+	FALSE	FALSE	NA
AN5279	ChrV_A_nidulans_FGSC_A4:3286633-3288669	-	TRUE	FALSE	NA
AN5281	ChrV_A_nidulans_FGSC_A4:3279508-3281749	-	FALSE	FALSE	NA
AN5282	ChrV_A_nidulans_FGSC_A4:3274378-3276375	-	FALSE	FALSE	NA
AN5283	ChrV_A_nidulans_FGSC_A4:3271238-3272861	-	FALSE	FALSE	NA
AN5284	ChrV_A_nidulans_FGSC_A4:3266506-3268358	+	FALSE	FALSE	NA
AN5287	ChrV_A_nidulans_FGSC_A4:3252106-3253176	+	FALSE	FALSE	NA
AN5288	ChrV_A_nidulans_FGSC_A4:3251036-3251443	+	FALSE	FALSE	NA
AN5289	ChrV_A_nidulans_FGSC_A4:3249509-3250746	+	FALSE	FALSE	NA
AN5290	ChrV_A_nidulans_FGSC_A4:3247889-3248413	-	FALSE	FALSE	NA
AN5291	ChrV_A_nidulans_FGSC_A4:3245193-3246878	-	FALSE	FALSE	NA
AN5292	ChrV_A_nidulans_FGSC_A4:3242983-3244359	+	FALSE	FALSE	NA
AN5294	ChrV_A_nidulans_FGSC_A4:3232969-3234915	-	TRUE	FALSE	NA
AN5295	ChrV_A_nidulans_FGSC_A4:3231815-3232648	+	FALSE	FALSE	NA
AN5296	ChrV_A_nidulans_FGSC_A4:3228377-3230933	-	TRUE	FALSE	NA
AN5297	ChrV_A_nidulans_FGSC_A4:3227442-3228513	+	FALSE	FALSE	NA
AN5298	ChrV_A_nidulans_FGSC_A4:3226348-3227154	-	FALSE	FALSE	NA
AN5299	ChrV_A_nidulans_FGSC_A4:3223304-3225760	+	TRUE	FALSE	NA
AN5300	ChrV_A_nidulans_FGSC_A4:3219604-3222312	-	FALSE	FALSE	NA
AN5302	ChrV_A_nidulans_FGSC_A4:3212163-3215403	+	FALSE	FALSE	NA
AN5303	ChrV_A_nidulans_FGSC_A4:3209240-3211571	-	FALSE	FALSE	NA
AN5304	ChrV_A_nidulans_FGSC_A4:3206786-3208672	-	FALSE	FALSE	NA
AN5305	ChrV_A_nidulans_FGSC_A4:3204052-3206115	-	FALSE	FALSE	NA
AN5308	ChrV_A_nidulans_FGSC_A4:3192853-3193928	-	FALSE	FALSE	NA
AN5309	ChrV_A_nidulans_FGSC_A4:3191754-3192737	+	FALSE	FALSE	NA
AN5310	ChrV_A_nidulans_FGSC_A4:3189190-3190775	-	FALSE	FALSE	NA
AN5311	ChrV_A_nidulans_FGSC_A4:3186831-3188368	+	FALSE	FALSE	NA
AN5312	ChrV_A_nidulans_FGSC_A4:3182644-3184469	-	FALSE	FALSE	NA
AN5313	ChrV_A_nidulans_FGSC_A4:3178197-3178692	+	FALSE	FALSE	NA
AN5314	ChrV_A_nidulans_FGSC_A4:3173199-3175207	-	FALSE	FALSE	NA
AN5315	ChrV_A_nidulans_FGSC_A4:3169808-3172424	-	FALSE	FALSE	NA
AN5316	ChrV_A_nidulans_FGSC_A4:3168739-3169441	-	FALSE	FALSE	NA
AN5317	ChrV_A_nidulans_FGSC_A4:3167232-3168189	+	FALSE	TRUE	SM_cluster_25
AN5318	ChrV_A_nidulans_FGSC_A4:3160242-3164343	-	FALSE	TRUE	SM_cluster_25
AN5319	ChrV_A_nidulans_FGSC_A4:3155969-3157045	-	FALSE	TRUE	SM_cluster_25
AN5320	ChrV_A_nidulans_FGSC_A4:3153770-3155494	-	FALSE	TRUE	SM_cluster_25
AN5321	ChrV_A_nidulans_FGSC_A4:3151311-3153825	+	FALSE	TRUE	SM_cluster_25
AN5322	ChrV_A_nidulans_FGSC_A4:3151242-3151620	-	FALSE	TRUE	SM_cluster_25
AN5323	ChrV_A_nidulans_FGSC_A4:3147358-3150188	+	FALSE	TRUE	SM_cluster_25
AN5324	ChrV_A_nidulans_FGSC_A4:3144320-3146101	+	FALSE	TRUE	SM_cluster_25
AN5325	ChrV_A_nidulans_FGSC_A4:3139539-3140785	-	FALSE	TRUE	SM_cluster_25
AN5326	ChrV_A_nidulans_FGSC_A4:3138217-3139392	-	FALSE	TRUE	SM_cluster_25
AN5327	ChrV_A_nidulans_FGSC_A4:3135761-3138056	+	FALSE	TRUE	SM_cluster_25
