CAuris_id	blastx_summary	hasOrtholog	true_calb_ortho	ortho_source	ORF19_ID	CGD_ID	CGD_GENE_NAME
B9J08_003060	transcription; factor; phresponse; paccrim; pacc; fusarium; partial; finger; zinc; penicillium	TRUE	CAL0003879	orthoMCL_blastx	orf19.7247	CAL0000174156	RIM101
B9J08_003047	loc; hydroxylase; prolyl; subunit; partial; alpha; penicillium; conserved; isoform; pseudogymnoascus	TRUE	CAL0004314	orthoMCL_blastx	orf19.2001	CAL0000190230	
B9J08_003046	dehydratase; lserine; serine; deaminase; beta; ammonialyase; dehydrataselthreonine; enzyme; synthase; tryptophan	TRUE	CAL0002743	orthoMCL_blastx	orf19.1996	CAL0000177673	CHA1
B9J08_003044	zygosaccharomyces; cicc; intermedia; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa; millerozyma	TRUE	CAL0002745	orthoMCL_blastx	orf19.1998	CAL0000184123	
B9J08_003011	lachancea; ribosomal; mrpp; mitochondrial; mrp; yjm; zygosaccharomyces; kluyveromyces; product; unnamed	TRUE	CAL0005153	orthoMCL_blastx	orf19.2852	CAL0000192450	
B9J08_003009	enzyme; ubiquitinconjugating; ubiquitin; conjugating; huntingtin; interacting; penicillium; kda; ubc; ligase	TRUE	CAL0001253	orthoMCL_blastx	orf19.1085	CAL0000174534	
B9J08_003006	coiledcoil; domaincontaining; like; cytoplasmic; dufdomaincontaining; isoform; fusarium; penicillium; var; colletotrichum	TRUE	CAL0001251	orthoMCL_blastx	orf19.1083	CAL0000197754	
B9J08_002979	dna; replication; regulator; sld; helicase; atpdependent; penicillium; sldp; fusarium; isoform	TRUE	CAL0000817	orthoMCL_blastx	orf19.2389	CAL0000193696	
B9J08_002956	amidase; peptidennacetylbetaglucosaminylasparagine; asparaginase; partial; colletotrichum; peptidennacetylbetadglucosaminyl; alike; penicillium; pseudogymnoascus; var	TRUE	CAL0005876	orthoMCL_blastx	orf19.6877	CAL0000173925	PNG2
B9J08_003231	carnitine; oacetyltransferase; acetyl; transferase; acyltransferase; choactasecotcpt; fusarium; mitochondrial; penicillium; oxysporum	TRUE	CAL0002783	orthoMCL_blastx	orf19.4551	CAL0000182064	CTN1
B9J08_002952	lasdomaincontaining; las; laslike; lasp; morphogenesis; hydrolase; cell; hydroxyacylglutathione; penicillium; pseudogymnoascus	TRUE	CAL0005623	orthoMCL_blastx	orf19.4120	CAL0000192189	LAS1
B9J08_002949	cell; division; control; cdc; penicillium; sin; pseudogymnoascus; component; colletotrichum; fusarium	TRUE	CAL0003272	orthoMCL_blastx	orf19.193	CAL0000181743	
B9J08_002933	partial; conserved; cicc; intermedia; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa	TRUE	CAL0003467	orthoMCL_blastx	orf19.2650	CAL0000201098	
B9J08_002927	fyv; rrnaprocessing; fyvp; rrna; lachancea; processing; yjm; cyberlindnera; bicuspidata; cicc	TRUE	CAL0005712	orthoMCL_blastx	orf19.4143	CAL0000198911	FYV5
B9J08_002921	ribosomal; penicillium; partial; fusarium; subunit; probable; colletotrichum; pseudogymnoascus; var; small	TRUE	CAF0007002	orthoMCL_blastx	orf19.4149.1	CAL0000187802	
B9J08_002916	lachancea; partial; factor; mitochondrial; transcription; zygosaccharomyces; kwoniella; var; cyberlindnera; kluyveromyces	TRUE	CAL0004394	orthoMCL_blastx	orf19.4721	CAL0000189535	
B9J08_002909	dufdomaincontaining; vacuolar; sortingassociated; vta; pseudogymnoascus; conserved; fusarium; vtap; vkm; yjm	TRUE	CAL0003620	orthoMCL_blastx	orf19.5275	CAL0000196590	
B9J08_002905	bacillus; komagataella; betaketoacyl; paralicheniformis; synthase; cicc; intermedia; debaryomyces; bicuspidata; farinosa	TRUE	CAL0005708	orthoMCL_blastx	orf19.6829	CAL0000187050	
B9J08_002904	enoylcoa; hydratase; pseudomonas; isomerase; hydrataseisomerase; deltadeltadienoylcoa; family; syringae; multispecies; mitochondrial	TRUE	CAL0005723	orthoMCL_blastx	orf19.6830	CAL0000201761	
B9J08_002892	methyltransferase; sadenosyllmethioninedependent; transaconitate; sadenosylmethioninedependent; crgp; domaincontaining; tmtp; yjm; zygosaccharomyces; lachancea	TRUE	CAL0006196	orthoMCL_blastx	orf19.4901	CAL0000179945	
B9J08_003225	cystathionine; gammasynthase; transferase; plpdependent; strp; penicillium; yjm; pseudogymnoascus; fusarium; colletotrichum	TRUE	CAL0001118	orthoMCL_blastx	orf19.1033	CAL0000185051	STR2
B9J08_002835	endoplasmic; reticulum; receptorassociated; bap; bcell; yetp; like; transmembrane; domain; domaincontaining	TRUE	CAL0000699	orthoMCL_blastx	orf19.5669	CAL0000184680	
B9J08_002833	fmi; family; penicillium; inheritance; mitochondria; altered; sucraseferredoxinlike; cleavage; sucrose; sucraseferredoxin	TRUE	CAL0000907	orthoMCL_blastx	orf19.612	CAL0000197180	
B9J08_002831	family; gprfun; pseudogymnoascus; ammonia; fun; acetate; transporter; transport; gpr; vkm	TRUE	CAL0002835	orthoMCL_blastx	orf19.1224	CAL0000177981	FRP3
B9J08_002824	conserved; cicc; intermedia; bicuspidata; debaryomyces; biofilminduced; latestage; guilliermondii; meyerozyma; pgug	TRUE	CAL0000527	orthoMCL_blastx	orf19.29	CAL0000198079	
B9J08_002820	transcription; ccrnot; subunit; complex; isoform; regulator; negative; notp; like; not	TRUE	CAL0004330	orthoMCL_blastx	orf19.2012	CAL0000179957	NOT3
B9J08_002811	guilliermondii; meyerozyma; pgug; biogenesis; vacuole; partial; bicuspidata; cicc; intermedia; cvb	TRUE	CAL0002666	orthoMCL_blastx	orf19.1970	CAL0000181436	
B9J08_002803	kinase; penicillium; colletotrichum; serinethreonine; conserved; serinethreonineprotein; trichophyton; bipolaris; isoform; trichoderma	TRUE	CAL0006297	orthoMCL_blastx	orf19.2258	CAL0000188626	
B9J08_002802	ribosomal; mitochondrial; lachancea; partial; mrplp; yjm; mrpl; pichia; microsporus; rhizopus	TRUE	CAL0006298	orthoMCL_blastx	orf19.2259	CAL0000193465	
B9J08_002800	factor; splicing; subunit; like; partial; rnabinding; spliceosomeassociated; penicillium; domaincontaining; rna	TRUE	CAL0006311	orthoMCL_blastx	orf19.2261	CAL0000197531	
B9J08_002798	desaturase; acylcoa; acid; delta; fatty; penicillium; stearoylcoa; binding; colletotrichum; lachancea	TRUE	CAL0006318	orthoMCL_blastx	orf19.2264	CAL0000198173	OLE2
B9J08_003148	pryp; yjm; pathogenesisrelated; partial; pry; prlike; nicotiana; lachancea; like; guilliermondii	TRUE	CAL0004291	orthoMCL_blastx	orf19.2787	CAL0000185546	PRY1
B9J08_002796	yjm; escp; iocp; penicillium; conserved; complex; lachancea; partial; iswi; one	TRUE	CAL0006322	orthoMCL_blastx	orf19.2266	CAL0000195098	
B9J08_002744	traffic; golgi; get; complex; subunit; lachancea; getp; yjm; hanseniaspora; partial	TRUE	CAL0005366	orthoMCL_blastx	orf19.4839	CAL0000174567	
B9J08_002738	wsc; cell; wall; integrity; domain; response; stress; component; fusarium; penicillium	TRUE	CAL0002412	orthoMCL_blastx	orf19.5867	CAL0000187597	WSC1
B9J08_002732	glycolipid; transfer; hetc; domaincontaining; family; member; penicillium; pleckstrin; partial; colletotrichum	TRUE	CAL0001291	orthoMCL_blastx	orf19.6327	CAL0000186002	HET1
B9J08_002719	ribosomal; subunit; large; partial; lelike; pseudogymnoascus; cytosolic; penicillium; drosophila; vkm	TRUE	CAF0006997	orthoMCL	orf19.3788.1	CAL0000189848	RPL30
B9J08_002717	threonine; aspartase; isoform; like; partial; aminohydrolase; nucleophile; nterminal; drosophila; asparaginase	TRUE	CAL0001307	orthoMCL_blastx	orf19.3791	CAL0000188326	FGR10
B9J08_002713	membrane; peroxisomal; penicillium; partial; pmpp; isoform; mitochondrial; colletotrichum; pseudogymnoascus; fusarium	TRUE	CAL0002534	orthoMCL_blastx	orf19.5129	CAL0000198382	
B9J08_002711	repeatcontaining; like; isoform; repeatlike; domaincontaining; brassica; trichophyton; degradation; domain; penicillium	TRUE	CAL0002548	orthoMCL_blastx	orf19.5131	CAL0000176928	
B9J08_002708	homoserine; oacetyltransferase; penicillium; metp; yjm; colletotrichum; fusarium; var; pseudogymnoascus; acetyltransferase	TRUE	CAL0003388	orthoMCL_blastx	orf19.2618	CAL0000174790	MET2
B9J08_002703	omethyltransferase; catechol; fusarium; penicillium; phytophthora; parasitica; oxysporum; methyltransferase; probable; family	TRUE	CAL0002966	orthoMCL_blastx	orf19.7140	CAL0000179622	
B9J08_003036	transporter; mfs; general; substrate; efflux; fusarium; facilitator; major; superfamily; bypass	TRUE	CAL0004961	orthoMCL_blastx	orf19.4090	CAL0000177390	
B9J08_004584	transporter; mfs; general; substrate; efflux; facilitator; major; superfamily; fusarium; penicillium	TRUE	CAL0004961	orthoMCL_blastx	orf19.4090	CAL0000177390	
B9J08_002699	subunit; atpase; vtype; proton; isoform; complex; vacuolar; htransporting; kda; atp	TRUE	CAF0006905	orthoMCL_blastx	orf19.645.1	CAL0000198653	VMA13
B9J08_002697	sapp; yjm; sitassociating; sit; phosphataseassociated; sap; pseudogymnoascus; sapsdomaincontaining; phosphatase; extragenic	TRUE	CAL0001005	orthoMCL_blastx	orf19.642	CAL0000198390	
B9J08_002641	conserved; cicc; intermedia; debaryomyces; guilliermondii; meyerozyma; pgug; bicuspidata; fabryi; cbs	TRUE	CAL0003318	orthoMCL_blastx	orf19.3245	CAL0000183189	
B9J08_002636	pspp; yjm; psp; zygosaccharomyces; lachancea; eremothecium; bailii; kluyveromyces; rouxii; cyberlindnera	TRUE	CAL0006396	orthoMCL_blastx	orf19.1630	CAL0000177203	
B9J08_002628	activator; transcriptional; acu; transcription; factor; catp; facb; regulatory; yjm; cat	TRUE	CAL0005035	orthoMCL_blastx	orf19.2808	CAL0000179513	ZCF16
B9J08_002623	chaperone; tubulinspecific; isoform; cinp; yjm; drosophila; cofactor; partial; tubulin; dlike	TRUE	CAL0002377	orthoMCL_blastx	orf19.2510	CAL0000197704	
B9J08_002620	partial; cicc; intermedia; debaryomyces; bicuspidata; guilliermondii; meyerozyma; pgug; conserved; bacterium	TRUE	CAL0002383	orthoMCL_blastx	orf19.2513	CAL0000197234	
B9J08_002614	cyclin; cyclindependent; kinase; complex; component; penicillium; pho; cyclindomaincontaining; pseudogymnoascus; pcl	TRUE	CAL0004035	orthoMCL_blastx	orf19.264	CAL0000180800	
B9J08_002610	atp; subunit; synthase; mitochondrial; atpase; ftype; htransporting; partial; penicillium; chain	TRUE	CAF0007126	orthoMCL_blastx	orf19.7509.1	CAL0000183902	ATP17
B9J08_002587	agmatinase; arginase; arginasedeacetylase; family; pseudogymnoascus; colletotrichum; penicillium; vkm; partial; cladophialophora	TRUE	CAL0002404	orthoMCL_blastx	orf19.5862	CAL0000194495	AFP99
B9J08_003016	betamannosyltransferase; conserved; family; glabrata; blattae; tetrapisispora; exophiala; naumovozyma; debaryomyces; glycosyltransferase	TRUE	CAL0004745	orthoMCL_over_blastx	orf19.333	CAL0000197551	FCY2
B9J08_003017	permease; purinecytosine; fcyp; yjm; fcy; penicillium; ncs; fcyb; transporter; nucleoside	TRUE	CAL0004745	orthoMCL_blastx	orf19.333	CAL0000197551	FCY2
B9J08_002565	lachancea; zygosaccharomyces; hyjmp; yjm; conserved; yplc; cyberlindnera; eremothecium; kluyveromyces; rouxii	TRUE	CAL0000168	orthoMCL_blastx	orf19.537	CAL0000199602	
B9J08_002559	radiation; resistanceassociated; resistance; colletotrichum; associated; essential; viability; isoform; dendroctonus; ponderosae	TRUE	CAL0000154	orthoMCL_blastx	orf19.530	CAL0000192971	
B9J08_002556	coiledcoilhelixcoiledcoilhelix; domaincontaining; isoform; dehydrogenase; partial; like; nadh; alpha; subcomplex; micp	TRUE	CAL0000349	orthoMCL_blastx	orf19.588	CAL0000186476	
B9J08_002539	polymerase; subunit; delta; dna; partial; mus; musculus; conserved; isoform; wickerhamomyces	TRUE	CAL0001585	orthoMCL_blastx	orf19.2465	CAL0000193896	POL32
B9J08_002526	cue; domaincontaining; domain; yjm; cuep; donp; penicillium; fusarium; ubiquitin; pseudogymnoascus	TRUE	CAL0005703	orthoMCL_blastx	orf19.448	CAL0000199921	CUE5
B9J08_002524	nitrogen; area; regulatory; gata; fusarium; partial; transcriptional; oxysporum; activator; regulator	TRUE	CAL0003020	orthoMCL	orf19.1275	CAL0000197994	GAT1
B9J08_002523	selenoprotein; seltselwselh; wrelated; multispecies; domain; nocardia; wlike; aeromonas; rhodococcus; agrobacterium	TRUE	CAL0003021	orthoMCL_blastx	orf19.1276	CAL0000184333	
B9J08_002518	astraassociated; repeat; repeatlike; repeatcontaining; penicillium; fusarium; domain; pseudogymnoascus; domaincontaining; colletotrichum	TRUE	CAL0006290	orthoMCL_blastx	orf19.5596	CAL0000191787	
B9J08_002517	lachancea; expression; partial; zygosaccharomyces; conserved; ybrc; cyberlindnera; motherspecific; she; swidependent	TRUE	CAL0006287	orthoMCL_blastx	orf19.5595	CAL0000196918	SHE3
B9J08_002503	checkpoint; spindle; assembly; mad; component; mitotic; madp; repeat; yjm; fusarium	TRUE	CAL0001345	orthoMCL_blastx	orf19.6357	CAL0000199073	
B9J08_002919	malate; synthase; glyoxysomal; colletotrichum; penicillium; mlsp; yjm; pseudogymnoascus; fusarium; dalp	TRUE	CAL0005353	orthoMCL_blastx	orf19.4833	CAL0000178842	MLS1
B9J08_002490	uuu; trisnrnpassociated; sart; snup; yjm; family; partial; snrnp; snu; isoform	TRUE	CAL0000958	orthoMCL_blastx	orf19.4326	CAL0000192732	
B9J08_002463	carboxypeptidase; glutamate; vacuolar; sortingassociated; fusarium; vpsp; penicillium; exopeptidase; zndependent; yjm	TRUE	CAL0001943	orthoMCL_blastx	orf19.775	CAL0000189794	
B9J08_002441	ugxp; lachancea; yjm; ugx; kudriavzevii; pichia; zygosaccharomyces; kluyveromyces; conserved; eremothecium	TRUE	CAL0003917	orthoMCL_blastx	orf19.6601	CAL0000182806	
B9J08_002423	stb; sin; binding; stbp; penicillium; fusarium; pseudogymnoascus; conserved; yjm; colletotrichum	TRUE	CAL0003869	orthoMCL_blastx	orf19.203	CAL0000192161	STB3
B9J08_002419	oxidoreductase; oxygenase; family; ogfeii; clavaminate; synthaselike; fusarium; penicillium; oxoglutarateirondependent; superfamily	TRUE	CAL0003707	orthoMCL_blastx	orf19.1306	CAL0000200656	
B9J08_002409	peptidylprolyl; isomerase; cistrans; precursor; cyclophilin; partial; penicillium; fusarium; colletotrichum; drosophila	TRUE	CAL0000410	orthoMCL	orf19.6990	CAL0000190365	
B9J08_002386	nuclear; envelope; brr; membrane; export; nucleus; penicillium; cryptococcus; var; partial	TRUE	CAL0005540	orthoMCL_blastx	orf19.7441	CAL0000186381	
B9J08_002383	yjm; lachancea; hyjmo; yorw; var; complex; subunit; tfiih; zygosaccharomyces; yorwlike	TRUE	CAL0005547	orthoMCL_blastx	orf19.7444	CAL0000188264	
B9J08_002369	ringbox; ligase; rbx; ubiquitinprotein; ubiquitin; subunit; scf; ringubox; alike; partial	TRUE	CAF0006891	orthoMCL_blastx	orf19.233.1	CAL0000179194	HRT1
B9J08_002362	yjm; lipase; hyjmd; esterase; rog; rogp; lipaseserine; penicillium; dufdomaincontaining; serine	TRUE	CAL0006072	orthoMCL_blastx	orf19.6166	CAL0000176683	
B9J08_002917	sir; deacetylase; histone; naddependent; family; sirp; yjm; sirdomaincontaining; hst; regulatory	TRUE	CAL0004513	orthoMCL_blastx	orf19.4761	CAL0000190389	HST1
B9J08_002352	phosphatase; magnesiumdependent; isoform; like; dependent; magnesium; penicillium; fusarium; colletotrichum; related	TRUE	CAL0000216	orthoMCL_blastx	orf19.6929	CAL0000194768	
B9J08_002341	ring; finger; fusarium; cryptococcus; var; pseudogymnoascus; partial; spx; kwoniella; colletotrichum	TRUE	CAL0002668	orthoMCL_blastx	orf19.1971	CAL0000186243	TRY3
B9J08_002307	caf; capassociated; lachancea; hanseniaspora; cafp; zygosaccharomyces; cyberlindnera; product; unnamed; eremothecium	TRUE	CAL0004617	orthoMCL_blastx	orf19.4796	CAL0000199949	
B9J08_002270	regulator; transcriptional; halobacillus; cicc; intermedia; bicuspidata; debaryomyces; farinosa; millerozyma; piso	TRUE	CAL0004823	orthoMCL_blastx	orf19.352	CAL0000199042	
B9J08_002253	polyadenylatebinding; isoform; like; rnabinding; gossypium; domaincontaining; partial; raimondii; unknown; populus	TRUE	CAL0002199	orthoMCL_blastx	orf19.7097	CAL0000193127	
B9J08_002246	yjm; mnnp; hyjmj; mnn; mannosylphosphate; transferase; partial; debaryomyces; regulator; lachancea	TRUE	CAL0004545	orthoMCL_blastx	orf19.4771	CAL0000176316	
B9J08_002233	aminopeptidase; puromycinsensitive; yjm; tmap; endoplasmic; reticulum; partial; isoform; apep; lachancea	TRUE	CAL0000656	orthoMCL_blastx	orf19.73	CAL0000200894	
B9J08_002215	hit; finger; zinc; domaincontaining; isoform; like; partial; cryptococcus; var; hitp	TRUE	CAL0004198	orthoMCL_blastx	orf19.2723	CAL0000190275	HIT1
B9J08_002210	polymerase; rna; iii; dnadirected; subunit; rpc; isoform; partial; rpclike; rpcp	TRUE	CAL0004186	orthoMCL_blastx	orf19.2715	CAL0000175841	RPC53
B9J08_002200	fusarium; colletotrichum; partial; pseudogymnoascus; conserved; lachancea; metarhizium; oxysporum; trichoderma; arsef	TRUE	CAL0004472	orthoMCL_blastx	orf19.2068	CAL0000195151	
B9J08_002891	activator; transcriptional; acu; transcription; factor; facb; regulatory; cat; catp; penicillium	TRUE	CAL0001821	orthoMCL_blastx	orf19.5097	CAL0000192438	CAT8
B9J08_002196	histone; acetyltransferase; myst; nacyltransferase; acylcoa; sas; partial; penicillium; fusarium; sasp	TRUE	CAL0004532	orthoMCL_blastx	orf19.2087	CAL0000189453	SAS2
B9J08_002190	finger; domain; penicillium; exophiala; cladophialophora; fusarium; domaincontaining; factor; transcription; zinc	TRUE	CAL0004500	orthoMCL_blastx	orf19.2077	CAL0000199823	ZCF9
B9J08_002189	hydrolase; haloacid; dehalogenaselike; domaincontaining; expressed; rhythmically; gene; proteinlike; dehalogenase; fusarium	TRUE	CAL0004499	orthoMCL_blastx	orf19.2076	CAL0000189154	
B9J08_002172	phosphatase; histidine; family; phosphoglycerate; mutaselike; mutase; bacillus; kinase; ralstonia; isoform	TRUE	CAL0005147	orthoMCL_blastx	orf19.6056	CAL0000184166	
B9J08_002170	fusarium; transcriptional; factor; transcription; oxysporum; uga; activator; lachancea; pichia; dnabinding	TRUE	CAL0004541	orthoMCL_over_blastx	orf19.7317	CAL0000188958	UGA33
B9J08_002133	abc; kinase; abcdomaincontaining; domaincontaining; family; domain; aarf; atypicalabcabcb; atypicalabc; fusarium	TRUE	CAL0000294	orthoMCL_blastx	orf19.4269	CAL0000188870	
B9J08_002131	happinduced; lachancea; mitochondrial; sequence; sigmalike; cyberlindnera; zygosaccharomyces; product; unnamed; kluyveromyces	TRUE	CAL0000318	orthoMCL_blastx	orf19.4273	CAL0000173980	
B9J08_002127	yjm; ifhp; crfp; ifh; lachancea; partial; zygosaccharomyces; conserved; crf; cicc	TRUE	CAL0000350	orthoMCL_blastx	orf19.4282	CAL0000182191	IFH1
B9J08_002096	finger; zinc; type; crz; domaincontaining; transcriptional; regulator; transcription; factor; crzp	TRUE	CAL0004683	orthoMCL_blastx	orf19.7359	CAL0000176618	CRZ1
B9J08_002086	cicc; intermedia; partial; bicuspidata; debaryomyces; proteins; farinosa; millerozyma; piso; guilliermondii	TRUE	CAL0001101	orthoMCL_blastx	orf19.3714	CAL0000200731	
B9J08_002243	transporter; mfs; phospholipid; git; metabolite; transport; general; substrate; facilitator; major	TRUE	CAL0002676	orthoMCL_blastx	orf19.1979	CAL0000176352	GIT3
B9J08_002886	transporter; mfs; phospholipid; git; metabolite; transport; general; substrate; permease; facilitator	TRUE	CAL0002702	orthoMCL_blastx	orf19.1980	CAL0000176164	GIT4
B9J08_003202	transporter; mfs; phospholipid; git; metabolite; transport; general; substrate; permease; glycerophosphoinositol	TRUE	CAL0002702	orthoMCL_blastx	orf19.1980	CAL0000176164	GIT4
B9J08_002888	transcriptional; alcohol; dehydrogenase; glucoserepressible; effector; ccrp; yjm; endonucleaseexonucleasephosphatase; ccrnot; complex	TRUE	CAL0002486	orthoMCL_blastx	orf19.5101	CAL0000194050	CCR4
B9J08_002076	acetyltransferase; spt; histone; penicillium; partial; acid; lazetidinecarboxylic; fusarium; gnat; family	TRUE	CAL0001696	orthoMCL_blastx	orf19.1857	CAL0000182499	
B9J08_002071	lachancea; conserved; partial; altered; inheritance; mitochondria; dsm; aimp; zygosaccharomyces; yilclike	TRUE	CAL0001691	orthoMCL_blastx	orf19.1852	CAL0000192119	
B9J08_002062	yth; family; isoform; domaincontaining; loc; like; domain; partial; mays; zea	TRUE	CAL0002569	orthoMCL_blastx	orf19.1939	CAL0000184738	
B9J08_002057	sefp; factor; transcription; yjm; sef; fusarium; penicillium; oxysporum; lachancea; zinc	TRUE	CAL0002540	orthoMCL_blastx	orf19.1926	CAL0000184939	SEF2
B9J08_002049	bicuspidata; cicc; intermedia; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa; millerozyma; piso	TRUE	CAL0003634	orthoMCL_blastx	orf19.928	CAL0000179109	
B9J08_002027	yjm; factor; zinc; finger; adrp; adr; transcription; amdx; fusarium; regulatory	TRUE	CAL0004236	orthoMCL_blastx	orf19.2752	CAL0000189036	ADR1
B9J08_002021	conserved; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa; millerozyma; piso; bicuspidata; cicc	TRUE	CAL0004092	orthoMCL_blastx	orf19.3323	CAL0000180657	
B9J08_002017	mtcp; yjm; lachancea; conserved; capping; maintenance; telomere; zygosaccharomyces; ybrwlike; kluyveromyces	TRUE	CAL0004077	orthoMCL_blastx	orf19.3318	CAL0000176136	
B9J08_001995	glutathione; stransferase; enterobacter; multispecies; cloacae; penicillium; burkholderia; pseudomonas; complex; fusarium	TRUE	CAL0004831	orthoMCL_blastx	orf19.356	CAL0000173921	GTT13
B9J08_002829	kinase; serinethreonineprotein; sid; dbf; dbfp; kinaselike; serinethreonine; agcndr; yjm; penicillium	TRUE	CAL0002833	orthoMCL_blastx	orf19.1223	CAL0000197161	DBF2
B9J08_001994	subunit; alpha; type; geranylgeranyl; transferase; geranylgeranyltransferase; rabprotein; prenylyltransferase; prenyltransferase; partial	TRUE	CAL0001127	orthoMCL_blastx	orf19.1039	CAL0000186490	BET4
B9J08_001993	oxidase; assembly; cytochrome; cox; mitochondrial; subunit; ctagcox; cytochromec; coxp; penicillium	TRUE	CAL0004490	orthoMCL_blastx	orf19.1416	CAL0000182913	COX11
B9J08_001971	partial; cicc; intermedia; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa; millerozyma	TRUE	CAL0001257	orthoMCL_blastx	orf19.6310	CAL0000178458	
B9J08_001966	transferase; phosphopantetheinyl; bacillus; vibrio; paenibacillus; cereus; multispecies; partial; polymyxa; laminoadipatesemialdehyde	TRUE	CAL0001234	orthoMCL_blastx	orf19.6304	CAL0000182911	LYS5
B9J08_001954	debaryomyces; cyberlindnera; cicc; intermedia; bicuspidata; farinosa; millerozyma; piso; product; unnamed	TRUE	CAL0004367	orthoMCL_blastx	orf19.4711	CAL0000182766	
B9J08_001918	zinc; factor; transcription; cluster; fungal; cicc; intermedia; bicuspidata; partial; debaryomyces	TRUE	CAL0004794	orthoMCL_blastx	orf19.7381	CAL0000197462	AHR1
B9J08_001892	decarboxylase; ohcu; oxohydroxycarboxyureidoimidazoline; allantoinase; penicillium; conserved; pseudogymnoascus; partial; fusarium; colletotrichum	TRUE	CAL0000147	orthoMCL_blastx	orf19.1681	CAL0000194274	
B9J08_001891	nadhubiquinone; oxidoreductase; subunit; kda; mitochondrial; nadh; dehydrogenase; ubiquinone; alpha; subcomplex	TRUE	CAL0000148	orthoMCL_blastx	orf19.1682	CAL0000184953	
B9J08_001840	lachancea; hyjmj; yjm; yjrclike; zygosaccharomyces; conserved; cyberlindnera; dsm; kazachstania; awri	TRUE	CAL0005823	orthoMCL_blastx	orf19.480	CAL0000175944	
B9J08_002823	atpase; cationtransporting; ptype; cation; transporting; penicillium; spfp; fusarium; pseudogymnoascus; manganesetransporting	TRUE	CAL0000546	orthoMCL_blastx	orf19.30	CAL0000181174	SPF1
B9J08_001839	sec; transport; transporter; vesicle; snarelike; penicillium; pseudogymnoascus; synaptobrevin; probable; snare	TRUE	CAF0006899	orthoMCL_blastx	orf19.479.2	CAL0000189362	SEC22
B9J08_001831	debaryomyces; conserved; guilliermondii; meyerozyma; pgug; iron; regulated; transcriptionally; cell; wall	TRUE	CAL0001554	orthoMCL_blastx	orf19.2452	CAL0000198885	
B9J08_001830	debaryomyces; conserved; guilliermondii; meyerozyma; pgug; cell; wall; iron; regulated; transcriptionally	TRUE	CAL0001553	orthoMCL_blastx	orf19.2451	CAL0000189107	PGA45
B9J08_001829	phosphatidylinositol; kinase; type; beta; isoform; lsb; lsbp; partial; alpha; yjm	TRUE	CAL0001548	orthoMCL_blastx	orf19.2447	CAL0000188838	
B9J08_001826	activator; transcriptional; hac; factor; transcription; bzip; haca; fusarium; zipper; penicillium	TRUE	CAL0001516	orthoMCL_blastx	orf19.2432	CAL0000199458	HAC1
B9J08_001819	cullinb; cullina; isoform; cullin; drosophila; ligase; partial; ubiquitin; cullindomaincontaining; subunit	TRUE	CAL0001537	orthoMCL_blastx	orf19.2440	CAL0000191783	RTT101
B9J08_001818	penicillium; arginine; rich; pseudogymnoascus; component; partial; complex; trichophyton; vkm; shg	TRUE	CAL0001541	orthoMCL_blastx	orf19.2442	CAL0000187315	
B9J08_001804	membrane; integral; transporter; nucleotidesugar; penicillium; fusarium; cryptococcus; colletotrichum; pseudogymnoascus; var	TRUE	CAL0005241	orthoMCL_blastx	orf19.2890	CAL0000194240	
B9J08_001802	slxp; yjm; ligase; subunit; slx; complex; ubiquitinprotein; lachancea; slxslx; zygosaccharomyces	TRUE	CAL0005501	orthoMCL_blastx	orf19.1542	CAL0000192728	HEX3
B9J08_001787	rgtp; yjm; finger; partial; domain; domaincontaining; transcription; rgt; regulator; transport	TRUE	CAL0004232	orthoMCL_blastx	orf19.2747	CAL0000176948	RGT1
B9J08_002797	brahmaassociated; kda; isoform; swisnf; complex; chromatin; member; regulator; subfamily; actindependent	TRUE	CAL0006320	orthoMCL_blastx	orf19.2265	CAL0000199592	
B9J08_001753	corf; homolog; isoform; partial; pseudogymnoascus; yjm; hyjmc; xenopus; camelus; lachancea	TRUE	CAL0004820	orthoMCL_blastx	orf19.6730	CAL0000193391	
B9J08_001736	assembly; ribosome; rsap; yjm; lachancea; zygosaccharomyces; partial; bipolaris; aureobasidium; conserved	TRUE	CAL0001939	orthoMCL_blastx	orf19.773	CAL0000175312	
B9J08_001733	reductase; oxoacylacp; dehydrogenase; shortchain; family; oxoacylacylcarrierprotein; dehydrogenasereductase; biosynthesis; oxidoreductase; rhamnolipids	TRUE	CAL0005741	orthoMCL_blastx	orf19.6838	CAL0000201235	
B9J08_001731	cicc; intermedia; partial; conserved; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; product	TRUE	CAL0003331	orthoMCL_blastx	orf19.5935	CAL0000185746	
B9J08_001718	isoform; leucinerich; leptospira; anion; channel; subunit; volumeregulated; lrrcd; repeatcontaining; repeat	TRUE	CAL0003614	orthoMCL_blastx	orf19.5271	CAL0000197214	
B9J08_001698	glycosidase; bacteroides; hydrolase; glycosyl; family; ghduf; bacterium; glycosylase; cryaa; pesticidal	TRUE	CAL0004017	orthoMCL_blastx	orf19.6637	CAL0000200020	
