qseqid	nhits	minBitscore	maxBitscore	frequentWords
B9J08_002146	525	52	3087	metal; transporter; abc; resistance; ycf; resistanceassociated; fusarium; multidrug; ion; ycfp
B9J08_002147	509	42.4	1492	sec; family; superfamily; seclike; syntaxinbinding; transport; secp; penicillium; yjm; fusarium
B9J08_002148	500	157	423	transporter; tptdomaincontaining; nucleotidesugar; family; member; carrier; solute; triosephosphate; fusarium; ymdp
B9J08_002149	504	57	953	ypsp; protease; yjm; aspartic; endopeptidase; aspartictype; yapsin; proteinase; candidapepsin; precursor
B9J08_002150	1138	42.4	2501	histidine; kinase; twocomponent; system; sln; slnp; yjm; sensor; osomolarity; osmosensing
B9J08_002151	500	465	1693	dipeptidyl; aminopeptidase; dipeptidylaminopeptidase; dapp; yjm; penicillium; dapb; maturation; pheromone; fusarium
B9J08_002152	501	37	312	tumor; translationallycontrolled; controlled; translationally; tumorassociated; homolog; proteinlike; pseudogymnoascus; partial; var
B9J08_002153	503	42.4	776	trm; modification; enzyme; trnamx; homolog; isoform; trna; partial; guanosineomethyltransferase; trmp
B9J08_002154	550	40.8	540	bud; selection; budsite; budp; cellular; morphogenesis; yjm; site; subunit; fusarium
B9J08_002155	505	87	1028	glucosidase; beta; subunit; kinase; substrate; precursor; penicillium; fusarium; subunitlike; pseudogymnoascus
B9J08_002156	35	40.4	1072	debaryomyces; partial; conserved; cicc; intermedia; bicuspidata; cbs; dehaep; hansenii; fabryi
B9J08_002157	500	94.4	504	reductase; betaketoacylacp; family; carbonyl; member; oxoacylacylcarrierprotein; bacterium; isoform; clostridium; chlamydia
B9J08_002158	500	52.4	224	yciirelated; domain; fusarium; alphabeta; barrel; dimeric; penicillium; pseudogymnoascus; oxysporum; conserved
B9J08_002159	34	35.4	60.1	plasmodium; vivax; confragosa; cordyceps; debaryomyces; farinosa; millerozyma; piso; gpianchored; lachancea
B9J08_002160	504	45.8	1419	ubiquitin; hydrolase; carboxylterminal; proteinase; thiolesterase; fusarium; cysteine; ubpp; yjm; oxysporum
B9J08_002161	15	36.6	620	cicc; intermedia; bicuspidata; debaryomyces; metbidraft; metschnikowia; var; clavispora; lusitaniae; fabryi
B9J08_002162	489	38.1	756	chaperone; histone; rtt; transposition; regulator; dna; negative; rttp; rttdomaincontaining; fusarium
B9J08_002163	22	35	197	bicuspidata; debaryomyces; farinosa; millerozyma; piso; clavispora; clug; lusitaniae; cicc; intermedia
B9J08_002164	500	158	843	aminotransferase; transferase; penicillium; colletotrichum; fusarium; plpdependent; pseudogymnoascus; pyridoxal; lachancea; phosphatedependent
B9J08_002165	573	39.3	608	sorting; nexin; mvp; fusarium; snare; domaincontaining; morphogenesis; complex; subunit; colletotrichum
B9J08_002166	522	41.2	1046	membrane; integral; mitochondrial; fusarium; hydrolase; pseudogymnoascus; penicillium; alphabeta; hyjmn; yjm
B9J08_002167	500	189	640	dma; fha; domaincontaining; partial; ubiquitinprotein; dmap; ligase; domain; smadfha; yjm
B9J08_002168	502	112	1154	transporter; permease; mfs; maltose; general; family; penicillium; alphaglucoside; pseudogymnoascus; sugar
B9J08_002169	501	72	1049	pseudogymnoascus; transcription; vkm; factor; fusarium; yjm; suc; utilization; hyjmp; sucrose
B9J08_002170	639	40.8	1177	fusarium; transcriptional; factor; transcription; oxysporum; uga; activator; lachancea; pichia; dnabinding
B9J08_002171	500	118	322	nacetyltransferase; pseudomonas; family; gnat; acinetobacter; multispecies; acetyltransferase; hpap; acetylase; ribosomal
B9J08_002172	526	40	474	phosphatase; histidine; family; phosphoglycerate; mutaselike; mutase; bacillus; kinase; ralstonia; isoform
B9J08_002173	500	1032	2243	atpase; ptype; efflux; potassiumsodium; sodium; fungaltype; enap; yjm; transport; fusarium
B9J08_002174	518	41.2	1459	subunit; natb; nalphaacetyltransferase; auxiliary; isoform; mdmp; cytoskeleton; phagocyte; signalingimpaired; yjm
B9J08_002175	343	33.9	189	lyr; motifcontaining; loc; complex; partial; penicillium; colletotrichum; fusarium; isoform; like
B9J08_002176	108	39.3	747	yjm; hyjmb; lachancea; zygosaccharomyces; conserved; cyberlindnera; product; unnamed; eremothecium; ybrc
B9J08_002177	1028	39.7	828	fboxlrrrepeat; isoform; partial; like; fbox; rich; repeat; thecamonas; trahens; amnp
B9J08_002178	702	41.2	1319	yjm; cred; rogp; ubiquitin; arrestin; hecttype; ligaseinteracting; penicillium; catabolite; carbon
B9J08_002179	500	92.8	675	tsnare; snare; syntaxin; tlg; golgi; late; complex; affecting; compartment; subunit
B9J08_002180	343	39.3	830	regulator; phresponse; palirim; pali; signal; transduction; palidomaincontaining; yjm; hyjmo; partial
B9J08_002181	1581	43.5	3860	kinase; phosphatidylinositolphosphate; fab; fabp; yjm; phosphatidylinositol; phosphate; fusarium; pseudogymnoascus; penicillium
B9J08_002182	502	63.2	696	vacuolar; sortingassociated; golgi; phosphoprotein; phospho; penicillium; gppdomaincontaining; vpsp; domaincontaining; cryptococcus
B9J08_002183	500	195	755	chitinase; hydrolase; endochitinase; glycoside; family; penicillium; class; precursor; trichophyton; colletotrichum
B9J08_002184	500	439	1542	ubiquitin; hydrolase; carboxylterminal; thiolesterase; ubiquitinyl; fusarium; penicillium; cryptococcus; pseudogymnoascus; oxysporum
B9J08_002185	500	441	669	aldolase; phosphodehydrodeoxyheptonate; synthase; deoxyphosphoheptulonate; phenylalanineinhibited; dahp; penicillium; pheinhibited; arog; pseudogymnoascus
B9J08_002186	502	97.4	1114	choline; transport; amino; transporter; acid; fusarium; permease; oxysporum; penicillium; hnmp
B9J08_002187	500	344	944	mate; family; efflux; extrusion; ethionine; lachancea; subfamily; penicillium; transporter; multidrug
B9J08_002188	500	314	864	mannan; hydrolase; endoalphamannosidase; family; glycoside; dcw; glycosyl; cell; wall; dfg
B9J08_002189	500	84	652	hydrolase; haloacid; dehalogenaselike; domaincontaining; expressed; rhythmically; gene; proteinlike; dehalogenase; fusarium
B9J08_002190	773	41.6	1661	finger; domain; penicillium; exophiala; cladophialophora; fusarium; domaincontaining; factor; transcription; zinc
B9J08_002191	874	40.4	1043	subunit; complex; mulike; apmp; clathrin; medium; yjm; adaptor; isoform; subsp
B9J08_002192	506	42.4	2578	nucleoporin; pom; pore; nuclear; membrane; pomp; envelope; yjm; penicillium; fusarium
B9J08_002193	648	42.7	2237	helicase; rna; atpdependent; ecmp; deahbox; dhr; yjm; containing; hydrolase; nucleoside
B9J08_002194	500	59.3	397	membrane; vesicleassociated; like; isoform; synaptobrevin; subsp; brassica; var; oleracea; vulgaris
B9J08_002195	500	52	307	subunit; dna; polymerase; epsilon; factor; transcription; family; histonefoldcontaining; cbfnfy; fusarium
B9J08_002196	500	110	700	histone; acetyltransferase; myst; nacyltransferase; acylcoa; sas; partial; penicillium; fusarium; sasp
B9J08_002197	502	42.7	2352	dna; rad; repair; radp; yjm; penicillium; fusarium; snf; pseudogymnoascus; helicase
B9J08_002198	138	41.2	766	rscp; chromatin; complex; rsc; structureremodeling; yjm; subunit; lachancea; pichia; zygosaccharomyces
B9J08_002199	501	62.4	992	transporter; ion; smf; metal; manganese; smfp; macrophage; natural; resistanceassociated; yjm
B9J08_002200	252	38.1	993	fusarium; colletotrichum; partial; pseudogymnoascus; conserved; lachancea; metarhizium; oxysporum; trichoderma; arsef
B9J08_002201	500	178	449	nifulike; hirainteracting; mitochondrial; nifurelated; nfup; nfu; iron; fes; fusarium; penicillium
B9J08_002202	505	41.2	1025	phosphate; phosphaterepressible; permease; transporter; pho; fusarium; cotransporter; family; symporter; colletotrichum
B9J08_002203	500	218	596	beta; subunit; factincapping; capping; factin; isoform; partial; penicillium; capp; colletotrichum
B9J08_002204	63	39.7	615	affected; damage; lachancea; topoisomerase; zygosaccharomyces; pichia; bailii; cyberlindnera; cicc; intermedia
B9J08_002205	39	39.7	831	channel; like; member; poecilia; potassium; subfamily; cicc; intermedia; debaryomyces; conserved
B9J08_002206	502	39.7	301	clathrin; light; chain; penicillium; colletotrichum; clcp; pseudogymnoascus; partial; cryptococcus; var
B9J08_002207	544	41.6	1531	elongator; complex; subunit; rna; polymerase; fusarium; oxysporum; elp; elpp; penicillium
B9J08_002208	136	37	331	mediator; subunit; pseudomonas; polymerase; rna; diguanylate; cyclase; transcription; lachancea; srbp
B9J08_002209	534	41.2	1239	helicase; rna; atpdependent; dbp; penicillium; deaddomaincontaining; box; hca; dead; pseudogymnoascus
B9J08_002210	518	39.7	705	polymerase; rna; iii; dnadirected; subunit; rpc; isoform; partial; rpclike; rpcp
B9J08_002211	912	40	901	family; sasutp; sas; sasp; silencing; small; yjm; something; penicillium; utp
B9J08_002212	500	673	1038	tcomplex; subunit; delta; cct; penicillium; chaperonin; cctp; pseudogymnoascus; colletotrichum; fusarium
B9J08_002213	500	139	701	cell; cycle; division; ddomaincontaining; cdc; control; penicillium; cdcp; homolog; pseudogymnoascus
B9J08_002214	501	96.7	425	bacillus; smpgluconolaconaselre; paenibacillus; domain; lactonase; lactone; sugar; yvre; calciumbinding; streptomyces
B9J08_002215	500	39.7	298	hit; finger; zinc; domaincontaining; isoform; like; partial; cryptococcus; var; hitp
B9J08_002216	290	36.2	546	cyclin; partial; kdraft; cryptococcus; colletotrichum; basidiobolus; meristosporus; microsporus; gattii; happrepressed
B9J08_002217	620	41.2	1453	transcription; factor; fusarium; pdrp; yjm; transcriptional; fungal; activator; colletotrichum; specific
B9J08_002218	88	37.7	267	stbp; lachancea; sinp; stb; zygosaccharomyces; assay; binds; twohybrid; partial; regulatory
B9J08_002219	539	40.8	912	crea; dnabinding; mig; regulatory; repressor; partial; factor; transcription; catabolite; carbon
B9J08_002220	501	40.4	564	cyclinlike; clg; meiotically; upregulated; cyclin; clgp; penicillium; gene; colletotrichum; yjm
B9J08_002221	180	35.8	47.8	chaperone; chz; histone; hazspecific; domain; chzp; colletotrichum; yjm; pseudogymnoascus; metarhizium
B9J08_002222	500	82.8	275	nuclear; small; ribonucleoproteinassociated; ribonucleoprotein; smlike; ribonucleo; smb; blike; lsm; fusarium
B9J08_002223	500	276	453	rasrelated; raba; gtpase; gtpbinding; rab; small; ypt; rabb; ras; raslike
B9J08_002224	500	740	1896	complex; subunit; fact; spt; transcription; elongation; sptp; penicillium; yjm; sptdomaincontaining
B9J08_002225	500	281	979	dna; primase; subunit; large; penicillium; fusarium; prip; archaeal; eukaryotic; colletotrichum
B9J08_002226	291	37.7	571	peroxin; fusarium; conserved; pseudogymnoascus; colletotrichum; peroxisomal; trichoderma; trichophyton; oxysporum; partial
B9J08_002227	502	84.7	1091	permease; purine; xanthineuracil; acidxanthine; uric; penicillium; pseudogymnoascus; symporter; family; fusarium
B9J08_002228	8	36.6	194	cag; ding; dnaq; exonuclease; family; familyhelicase; photolyase; amesbacteria; bacterium; candidatus
B9J08_002229	577	41.6	1458	yjm; mnnp; hyjmj; regulator; partial; debaryomyces; lachancea; mnn; guilliermondii; meyerozyma
B9J08_002230	504	42	360	helixloophelix; binding; dna; partial; factor; domaincontaining; cbfp; dnabinding; fusarium; bhlh
B9J08_002231	500	530	1161	decarboxylase; pyruvate; pdcp; yjm; lachancea; zygosaccharomyces; penicillium; pseudogymnoascus; hanseniaspora; thip
B9J08_002232	500	689	1262	transporter; atm; ironsulfur; clusters; mitochondrial; abc; precursor; atpbinding; cassette; penicillium
B9J08_002233	502	43.5	1865	aminopeptidase; puromycinsensitive; yjm; tmap; endoplasmic; reticulum; partial; isoform; apep; lachancea
B9J08_002234	1	184	184	
B9J08_002235	503	43.1	655	kinase; casein; kinaselike; ckckckd; hhp; isoform; delta; penicillium; epsilon; variant
B9J08_002236	501	196	885	synthase; pseudouridine; trna; pusp; yjm; penicillium; partial; cryptococcus; pus; pseudouridylate
B9J08_002237	501	68.2	895	transporter; hexose; fusarium; oxysporum; general; substrate; lactose; permease; sugar; related
B9J08_002238	618	41.2	708	fusarium; oxysporum; cryptococcus; exophiala; penicillium; gattii; talaromyces; neoformans; kwoniella; transcription
B9J08_002239	501	76.3	960	transporter; hexose; fusarium; general; substrate; lactose; permease; oxysporum; sugar; related
B9J08_002240	500	596	1722	betaglucosidase; hydrolase; family; glycoside; fusarium; pseudogymnoascus; penicillium; colletotrichum; vkm; oxysporum
B9J08_002241	500	289	1389	transporter; yjm; siderophore; iron; arnp; sit; lachancea; mfs; gexp; fusarium
B9J08_002242	501	174	827	amino; acid; permease; penicillium; transporter; dicarboxylic; fusarium; acidpolyamine; oxysporum; general
B9J08_002243	501	139	1070	transporter; mfs; phospholipid; git; metabolite; transport; general; substrate; facilitator; major
B9J08_002244	6	37.4	152	aminophilus; paracoccus; jcm
B9J08_002245	500	204	685	nadpdependent; nadpbinding; dehydrogenase; oxidoreductase; hydroxydehydrogenase; leukotriene; penicillium; alcohol; fusarium; pseudogymnoascus
B9J08_002246	501	42.7	1240	yjm; mnnp; hyjmj; mnn; mannosylphosphate; transferase; partial; debaryomyces; regulator; lachancea
B9J08_002247	1	385	385	
B9J08_002248	16	39.3	346	halomonas; regulator; transcriptional; dnabinding; family; regulatory; yebcpmpr; bacterium; idiomarinaceae; callorhinchus
B9J08_002249	500	221	1094	transporter; mfs; facilitator; major; general; substrate; efflux; superfamily; penicillium; vbap
B9J08_002250	500	457	1044	transporter; glucose; rco; highaffinity; pseudogymnoascus; penicillium; fusarium; lachancea; general; substrate
B9J08_002251	500	363	815	transporter; glucose; highaffinity; sugar; penicillium; general; substrate; fusarium; pseudogymnoascus; mfs
B9J08_002252	286	41.6	1943	domaincontaining; fas; yjm; hyjml; microsporus; lachancea; rhizopus; ylrclike; partial; fasciclin
B9J08_002253	500	104	339	polyadenylatebinding; isoform; like; rnabinding; gossypium; domaincontaining; partial; raimondii; unknown; populus
B9J08_002254	500	157	442	regulator; transcriptional; burkholderia; acinetobacter; negative; ubonensis; baumannii; multispecies; achromobacter; pseudomonas
B9J08_002255	13	36.6	229	kinase; glycerol; rhizobium; haloarcula; hanseniaspora; transport; domaincontaining; mcp; signal; transducer
B9J08_002256	3	39.7	480	aliiglaciecola; anhydrodfructose; lipolytica; reductase; mykiss; oncorhynchus; product; unnamed
B9J08_002257	501	206	710	reductase; nadphdependent; methylglyoxal; yjm; gre; nadpbinding; zygosaccharomyces; passalidarum; spathaspora; grep
B9J08_002258	500	157	593	transporter; iron; vacuolar; ccc; penicillium; cccp; like; duf; dufdomaincontaining; calcium
B9J08_002259	502	99	1387	transporter; glucose; yjm; lachancea; highaffinity; rgtp; snfp; general; substrate; mfs
B9J08_002260	556	38.1	461	proteasome; subunit; regulatory; nonatpase; ankyrin; particle; repeat; repeatcontaining; nas; like
B9J08_002261	414	37	308	nonclassical; export; nce; penicillium; pseudogymnoascus; colletotrichum; biogenesis; cytochrome; neisseria; pathway
B9J08_002262	502	444	1303	betaglucan; synthesisassociated; kre; family; glycoside; hydrolase; glucan; beta; synthetase; skn
B9J08_002263	502	421	1279	betaglucan; synthesisassociated; kre; family; glycoside; hydrolase; glucan; beta; skn; synthetase
B9J08_002264	500	362	872	synthase; oxoacylacylcarrierprotein; betaketoacylacylcarrierprotein; mitochondrial; betaketoacyl; fusarium; penicillium; oxoacylsynthase; brevibacillus; cem
B9J08_002265	108	39.7	673	regulator; elongation; transcription; bicuspidata; cicc; intermedia; guilliermondii; meyerozyma; pgug; debaryomyces
B9J08_002266	505	37.7	235	zinc; finger; factor; adr; transcription; yjm; adrp; fusarium; regulatory; partial
B9J08_002267	502	44.7	1182	nca; atp; synthase; regulation; control; nuclear; ncadomaincontaining; atpase; ncap; penicillium
B9J08_002268	500	294	441	proteasome; subunit; alpha; type; component; nucleophile; aminohydrolase; nterminal; pres; pre
B9J08_002269	377	35.8	233	integral; membrane; penicillium; pseudogymnoascus; partial; colletotrichum; vkm; yprw; lachancea; cryptococcus
B9J08_002270	50	39.7	937	regulator; transcriptional; halobacillus; cicc; intermedia; bicuspidata; debaryomyces; farinosa; millerozyma; piso
B9J08_002271	500	55.5	592	protease; sentrinspecific; like; ulp; family; isoform; trichinella; cysteine; proteinase; shq
B9J08_002272	500	307	974	xaapro; aminopeptidase; peptidase; dipeptidase; metallopeptidase; intermediate; family; cleaving; app; icpp
B9J08_002273	501	157	562	prohibitin; phb; subunit; complex; penicillium; spfh; band; family; partial; colletotrichum
B9J08_002274	500	228	1021	transporter; mfs; multidrug; penicillium; general; substrate; fnx; resistance; facilitator; major
B9J08_002275	504	52.4	411	diphosphate; synthase; undecaprenyl; nus; complex; dehydrodolichyl; subunit; pyrophosphate; syntase; nuclear
B9J08_002276	500	331	373	adpribosylation; factor; isoform; like; subsp; gtpase; superfamily; arf; arfsar; factorlike
B9J08_002277	500	79	150	ribosomal; partial; subunit; large; drosophila; var; rhizopus; lachancea; yjm; llike
B9J08_002278	500	401	1689	ubiquitin; factor; conjugation; degradation; fusion; penicillium; ufdp; ligase; ufd; pseudogymnoascus
B9J08_002279	867	40.4	722	transcription; yjm; factor; activator; gluconeogenesis; gsmp; ertp; microsporus; ert; rhizopus
B9J08_002280	504	448	1005	permease; amino; acid; general; gap; aminoacid; yjm; lachancea; penicillium; samp
B9J08_002281	558	43.1	1997	factor; transcription; tfiid; subunit; initiation; taf; fusarium; complex; tafp; oxysporum
B9J08_002282	21	39.3	601	cicc; intermedia; debaryomyces; bicuspidata; farinosa; millerozyma; piso; essential; viability; fabryi
B9J08_002283	500	138	998	rna; exonuclease; degrading; nuclease; small; isoform; rnhp; ribonuclease; like; nefsp
B9J08_002284	526	40.8	1017	exonuclease; rna; ribonuclease; rnhp; penicillium; fusarium; yjm; var; oxysporum; degrading
B9J08_002285	15	37	246	cicc; intermedia; bicuspidata; debaryomyces; farinosa; millerozyma; piso; metbidraft; metschnikowia; var
B9J08_002286	57	39.3	584	cicc; intermedia; guilliermondii; meyerozyma; pgug; debaryomyces; bicuspidata; farinosa; millerozyma; piso
B9J08_002287	502	93.2	1912	elongation; factor; gtpbinding; domaincontaining; ribosome; isoform; gtpase; factorlike; assembly; containing
B9J08_002288	10	38.5	144	bicuspidata; debaryomyces; cicc; intermedia; metbidraft; metschnikowia; var; cantadraft; tanzawaensis; picst
B9J08_002289	500	647	956	helicase; rna; atpdependent; dhh; deaddomaincontaining; penicillium; pseudogymnoascus; box; colletotrichum; fusarium
B9J08_002290	500	553	1104	amidophosphoribosyltransferase; penicillium; pseudogymnoascus; amidotransferase; phosphoribosylpyrophosphate; var; trichophyton; vkm; ade; lachancea
B9J08_002291	500	72.8	221	factor; transcription; btf; homolog; complex; polypeptideassociated; nascent; subunit; isoform; beta
B9J08_002292	627	40.8	863	transporter; mfs; general; substrate; monocarboxylate; fusarium; facilitator; major; superfamily; mch
B9J08_002293	500	375	1058	helicase; rna; atpdependent; prp; premrnasplicing; containing; hydrolase; nucleoside; ploop; triphosphate
B9J08_002294	500	174	575	factor; cwc; premrnasplicing; splicing; premrna; cell; control; cycle; partial; rna
B9J08_002295	3	38.9	53.5	guilliermondii; meyerozyma
B9J08_002296	76	37	249	sclerotinia; cicc; intermedia; rhodotorula; sclerotiorum; ssg; botrytis; cinerea; dasypus; finger
B9J08_002297	500	295	991	transporter; mfs; acid; nicotinic; general; substrate; tna; facilitator; major; superfamily
B9J08_002298	500	498	865	catalase; peroxisomal; penicillium; pseudogymnoascus; colletotrichum; ctap; partial; var; lachancea; zygosaccharomyces
B9J08_002299	502	100	823	rai; decapping; nuclease; penicillium; raidomaincontaining; din; fusarium; dhpinteracting; raip; colletotrichum
B9J08_002300	851	40.4	971	sadunc; domain; domaincontaining; penicillium; partial; pseudogymnoascus; sad; unc; fusarium; colletotrichum
B9J08_002301	501	81.3	1210	helicase; rna; atpdependent; mss; has; deaddomaincontaining; box; mssp; pseudogymnoascus; fusarium
B9J08_002302	132	36.2	298	msop; lachancea; mso; trichoderma; yjm; mdraft; dsm; hanseniaspora; bradyrhizobium; conserved
B9J08_002303	500	817	1724	arg; reductase; mitochondrial; acetylglutamate; nacetylgammaglutamylphosphate; kinase; bifunctional; kinasenacetylgammaglutamylphosphate; precursor; penicillium
B9J08_002304	66	39.7	280	cyberlindnera; fabianii; wickerhamomyces; gprotein; cicc; intermedia; debaryomyces; guilliermondii; meyerozyma; pgug
B9J08_002305	109	41.6	2650	happinduced; mya; tropicalis; debaryomyces; guilliermondii; meyerozyma; pgug; conserved; burtonii; hypbudraft
B9J08_002306	500	48.5	365	machineryassociated; translation; penicillium; function; pseudogymnoascus; conserved; partial; var; colletotrichum; fusarium
B9J08_002307	87	37.4	312	caf; capassociated; lachancea; hanseniaspora; cafp; zygosaccharomyces; cyberlindnera; product; unnamed; eremothecium
B9J08_002308	503	41.6	1564	efr; efrp; fusarium; penicillium; conserved; pseudogymnoascus; yjm; colletotrichum; oxysporum; vkm
B9J08_002309	40	35.8	210	fggap; integrinalpha; repeatcontaining; conserved; partial; ismp; yjm; komagataella; debaryomyces; guilliermondii
B9J08_002310	500	117	442	phosphotransferase; trna; isoform; partial; macaca; like; kptatpt; bos; anubis; papio
B9J08_002311	500	40	211	mitochondrial; zinc; maintenance; complex; fmp; partial; penicillium; drosophila; factor; assembly
B9J08_002312	142	42.4	1388	nucleolar; rnaassociated; small; utpp; yjm; lachancea; hanseniaspora; dsm; zygosaccharomyces; bailii
B9J08_002313	500	363	1989	vacuolar; sorting; pepp; sortingassociated; yjm; membrane; pep; vps; penicillium; fusarium
B9J08_002314	5	38.9	773	bacterium; atpgrasp; circularly; conserved; neptunomonas; permuted; qingdaonensis; superfamily; armatimonadetes; auj
B9J08_002315	500	52.8	605	cell; reticulonlike; lysis; fusarium; reticulon; cwl; rtnp; isoform; penicillium; proteinlike
B9J08_002316	500	295	643	trna; guaninenmethyltransferase; methyltransferase; isoform; drosophila; trmp; pseudogymnoascus; altname; guaninenmethyltransferaselike; fusarium
B9J08_002317	500	48.1	509	ribosomal; mitochondrial; leptospira; yml; multispecies; methylobacterium; penicillium; pseudogymnoascus; bradyrhizobium; partial
B9J08_002318	509	43.9	1045	ribonuclease; iii; aeromonas; multispecies; rnase; rntp; pseudomonas; halomonas; yjm; streptococcus
B9J08_002319	3	40.8	919	isopropylmalate; osedax; symbiont; synthase
B9J08_002320	49	28.1	56.2	partial; vulgaris; trichinella; medicago; truncatula; beta; bvrbg; isoform; subsp; oceanica
B9J08_002321	501	52.4	1155	proliferationassociated; partial; arx; glike; metalloprotease; drosophila; arxp; metallopeptidase; plasmodium; isoform
B9J08_002322	500	381	481	family; bmh; rad; checkpoint; damage; dna; arta; like; bmhp; penicillium
B9J08_002323	500	419	728	septin; cell; division; control; spn; penicillium; cdc; var; probable; cdcseptin
B9J08_002324	892	41.6	1848	transcription; factor; aro; penicillium; fusarium; transcriptional; activator; oxysporum; trichophyton; arop
B9J08_002325	588	40.8	1242	endopolyphosphatase; vacuolar; fusarium; ppnp; penicillium; phosphoesterase; ppnvacuolar; calcineurinlike; yjm; cryptococcus
B9J08_002326	500	52.4	394	homeobox; transcription; factor; partial; yoxp; homeoboxdomaincontaining; yjm; penicillium; yox; pseudogymnoascus
B9J08_002327	500	328	707	initiation; factor; translation; subunit; eukaryotic; repeatlike; kda; eif; penicillium; pseudogymnoascus
B9J08_002328	501	116	558	hydrolase; dienelactone; carboxymethylenebutenolidase; family; penicillium; alphabetahydrolase; fusarium; colletotrichum; cryptococcus; pseudogymnoascus
B9J08_002329	500	318	687	atpase; get; arsenical; pumpdriving; aniontransporting; arsenite; translocating; penicillium; arsa; altname
B9J08_002330	7	39.3	600	cicc; intermedia; bicuspidata; assembly; conjugative; enterica; isomerase; pilin; salmonella; system
B9J08_002331	5	31.2	36.6	blakesleeanus; phybldraft; phycomyces; hmn; hymenolepis; microstoma; papuae; trichinella
B9J08_002332	516	40	877	fusarium; conserved; partial; oxysporum; penicillium; colletotrichum; metarhizium; lipolytica; yarrowia; exophiala
B9J08_002333	404	40	957	conserved; partial; fusarium; penicillium; oxysporum; lipolytica; yarrowia; family; colletotrichum; metarhizium
B9J08_002334	143	38.9	846	conserved; partial; lipolytica; yarrowia; cyberlindnera; debaryomyces; maltosa; cpar; parapsilosis; fabryi
B9J08_002335	431	35.8	291	chromosome; fidelity; transmission; ctf; chromatid; cohesion; sister; penicillium; pseudogymnoascus; partial
B9J08_002336	501	113	1290	phosphatase; tyrosine; pseudogymnoascus; fusarium; hyjmd; yjm; tyrosineprotein; vkm; conserved; proteintyrosine
B9J08_002337	500	112	484	complex; snf; vacuolarsorting; subunit; eap; ell; vacuolar; sortingassociated; homolog; family
B9J08_002338	500	245	840	synthase; pseudouridine; trna; isoform; partial; pseudouridylate; degp; penicillium; yjm; fusarium
B9J08_002339	500	319	1123	helicase; atpdependent; spb; rrna; box; deaddomaincontaining; deaddeah; rna; penicillium; partial
B9J08_002340	500	283	1070	enzyme; regulatory; neddactivating; subunit; isoform; activating; ubiquitinlike; penicillium; subunitlike; ulaa
B9J08_002341	607	40	907	ring; finger; fusarium; cryptococcus; var; pseudogymnoascus; partial; spx; kwoniella; colletotrichum
B9J08_002342	500	423	1098	nadh; dehydrogenase; oxidoreductase; alternative; nadhubiquinone; external; nadhdehydrogenase; mitochondrial; fadnadpbinding; ndep
B9J08_002343	45	37	352	conserved; bicuspidata; cicc; intermedia; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa; millerozyma
B9J08_002344	857	53.1	1754	factor; transcription; mbp; apsesdomaincontaining; apses; penicillium; cell; partial; fusarium; division
B9J08_002345	500	94.4	303	complex; nascent; subunit; polypeptideassociated; alpha; alphalike; isoform; domaincontaining; nacalpha; nac
B9J08_002346	500	1195	3044	atpase; ptype; phospholipidtranslocating; dnfp; yjm; dnf; domaincontaining; phospholipidtransporting; flippase; pseudogymnoascus
B9J08_002347	779	41.6	1888	factor; cleavage; specificity; polyadenylation; subunit; probable; cftp; penicillium; two; yjm
B9J08_002348	502	53.5	1319	nucleolar; complexassociated; noc; nuclear; export; complex; nocp; penicillium; pseudogymnoascus; fusarium
B9J08_002349	501	466	1079	cytochrome; sterol; desaturase; pseudogymnoascus; fusarium; penicillium; colletotrichum; vkm; ergp; probable
B9J08_002350	500	699	1026	phosphogluconate; dehydrogenase; decarboxylating; gndp; yjm; penicillium; gnd; pseudogymnoascus; exophiala; probable
B9J08_002351	500	473	1101	sulfate; adenylyltransferase; atpsulfurylase; atp; sulfurylase; penicillium; metp; pseudogymnoascus; var; cryptococcus
B9J08_002352	500	82.8	356	phosphatase; magnesiumdependent; isoform; like; dependent; magnesium; penicillium; fusarium; colletotrichum; related
B9J08_002353	47	36.2	381	aureobasidium; nonhistone; mdraft; paracoccidioides; cicc; intermedia; debaryomyces; binding; dna; hmglike
B9J08_002354	874	48.1	4856	heat; repeat; small; nucleolar; rnaassociated; fusarium; penicillium; utpp; drim; yjm
B9J08_002355	626	73.6	748	sporulation; rmd; dufdomaincontaining; fusarium; factor; yage; family; sadinteracting; oxysporum; penicillium
B9J08_002356	4	53.9	347	cicc; intermedia; bicuspidata; metbidraft; metschnikowia; var
B9J08_002357	206	39.3	696	mitochondrial; altered; inheritance; mitochondria; partial; fmp; metarhizium; fusarium; colletotrichum; lachancea
B9J08_002358	500	411	1315	kinase; phosphatidylinositolphosphate; its; saicar; synthaselike; phosphate; phosphatidylinositol; mssp; yjm; partial
B9J08_002359	503	43.5	578	sucraseferredoxin; penicillium; actin; patches; distal; domain; sucraseferredoxinlike; domaincontaining; family; fusarium
B9J08_002360	856	40.4	626	disulfideisomerase; disulfide; isomerase; probable; erp; tiga; precursor; domain; like; pseudogymnoascus
B9J08_002361	501	146	604	reductase; phosphate; nadpbinding; nadphdependent; acyldihydroxyacetone; chain; short; dehydrogenase; pseudogymnoascus; dehydrogenasereductase
B9J08_002362	860	42.4	1351	yjm; lipase; hyjmd; esterase; rog; rogp; lipaseserine; penicillium; dufdomaincontaining; serine
